,overall,reviewTime,reviewText
108952,1.0,2018,"Bought around the first part of the year and
I have nothing but happiness, So Far, So Good. You see I have an old desktop and after loading it down-what a big difference it made in speed and safety. ""Now they claimed a lot of things and they delivered big time in my experience. Don't take my word-do the research and check for yourself, it made me a believer and it will do the same for you if given the chance, price is far and offers a-little more then the others."
108953,1.0,2018,"Great software, easy to install, easy to use, would recomend"
108954,1.0,2018,Great tool to keep your computer running fast!!!
108955,1.0,2018,This is the best software for your computer.  I have used others in the past and they don't work as well as this one!
108956,-1.0,2018,"This product has been installed on my computer, sine then my computer has slowed  and the keyboard is nt as responsive. I cant type fast enough and som letters or strokes are missed"
108957,-1.0,2018,I was unable to ever download device no matter how hard I tried.  Just please send me a cd!  This is ridiculous.  What a scam.
108958,1.0,2018,"Switched to PC Matic a year ago and have rested easy that my computer was protected by the best. It not only protects but tunes up my computer automatically, what a relief. Thank you PC Matic."
108959,1.0,2018,great help in keeping new computer clean!
108960,-1.0,2018,i cant download
108961,-1.0,2018,"Below is a copy of e-mail submitted to PC Matic based upon product performance.  The company criticizes Microsoft for the problems, however, it appears to me that there is more to it.  It took many hours to bring computers up to operational status.  No computer ever had an issue until this program was loaded.
e-mail to company: Down loaded PC Matic from Amazon. Key = MVYEE-157V3R.  Installed on 3 Windows 10 Pro computers. 2 on same network and 1 on different network.  After 1st scan and reboot one computer would not reboot.  The other 2 lost USB keyboard and mouse support.  Windows repair disc corrected one unit, however, on 2 units repair was not possible and reinstall was required. I do not think this is totally a Windows 10 problem. I have not reinstalled PC Matic.  Thank you.  Dr. George M"
108962,1.0,2018,"At first when I saw the commercials I didn't believe it, but when I started looking on amazon for a new anti-virus as my webroot subscription was running out. I saw PC Matic I read the reviews and they were all good. I figured hey I'll give it a shot. And I'm amazed at the difference it has made. I have installed on both laptops in my household and also installed it on my grandmothers old desktop. And we are all happy with it. Will definitely renew next year."
108963,-1.0,2018,do not like this software made my computer do funny things removed it from all my computers. am going to call pcmatic to see if I can get my money back.
108964,1.0,2018,Ive tried every security program out there. They were pricey and non-effective. Ive been very pleased with PC Matic. I get daily updates and my computer is running much more efficiently. Great product!
108965,1.0,2018,"Everyone should own this product! No more worries about malware, bugs, and slowed performance. Great price for protection that's second to none! Made & developed in the USA..another reason to buy."
108966,1.0,2018,"I've been using PC Matic for three years and it has been very easy to set up, update, and operate. Options are clearly explained, without jargon and other confusing information. I would recommend this to anyone that is tired of the difficult to use other antivirus and performance utilities.  I've used three of the other ""major and popular"" utilities and PC Matic is the best. This one is written for real people. Combine that with the five-computer usage from one subscription, this can' be beat."
108967,1.0,2018,Worked as advertised.  Inexpensive - - MUCH less than Norton.  I'm renewing after having been totally satisfied after my first full year.
108968,1.0,2018,"Didnt renew pcmatic a few months ago and my pc began to get slow and sluggish.  Eventually it was unbearable.  I recently purchased pcmatic again and almost imediately the performance got better.  Not sure how it works, only that it does"
108969,1.0,2018,Great activity and interface/
108970,1.0,2018,"I have had this protection for about a year and it has served me well.  Dec 20, 207 hackers called me pretending to be Microsoft tech. informing me that my computer was being attacked by malware and that my protection was not going to cover that.  Foolishly in the beginning I allowed them to access my computer to help me out, but became suspicious when they wanted to charge me for protection software.  I quickly close everything out and disconnected them from my computer.  I ran PC Matic afterwards and a few more time to protect my computer.  I checked my scan report and noticed that there were several attempts by miscrosoft dummy to access my system.  These attempts continued all the way through January.  I just renewed my subscription for lifetime with the updated version and I am super happy."
108971,1.0,2018,"The best product of it kind out there, have used for 5 years and have never had any bugs or viruses of any kind on this computer or any of the others that PC Matic was installed on.  A really great price and a really good buy if you want your computer protected from all the malware and viruses that are out there.  The support is also wonderful.  If you want to feel safe using your  computer be sure and buy PC Matic."
108972,1.0,2018,PC Matic is the best antivirus for the price. I feel secure having this on my computer!!
108973,1.0,2018,One of the best programs around. Does what they say it does.
108974,1.0,2018,Since I subscribed have not had to worry about security of PC. Support has been pretty good but wish that they would acknowledge that email response times are BETTER than advertised. Also wish that subscription included MAC.
